Unity Key,English,German,Italian,Ukrainian,Bulgarian,French,Polish,Portuguese,Hungarian,Japanese,Korean,Russian,Spanish,Thai,Chinese (Simplified),"Chinese (Traditional, Hong Kong)",Indonesian,Turkish,Spanish Latin American
modio_error_description_api_11085,Unable to authenticate with mod.io. Users under the age of 13 are not permitted to create a mod.io account. See the mod.io Terms of Use for further details.,"Authentifizierung bei mod.io nicht möglich. Nutzern unter 13 Jahren ist es nicht gestattet, ein mod.io-Konto zu erstellen. Siehe die mod.io-Nutzungsbedingungen für weitere Details.","Impossibile eseguire l'autenticazione con mod.io. Gli utenti di età inferiore ai 13 anni non possono creare un account mod.io. Per ulteriori dettagli, consulta i Termini di utilizzo di mod.io.",Ви не пройшли автентифікацію на mod.io. Користувачам віком до 13 років не дозволено створювати облікові записи на mod.io. Зверніться до Умов використання mod.io за докладнішою інформацією.,Не може да бъде удостоверено с mod.io. Потребители под 13-годишна възраст нямат право да създават акаунт в mod.io. Вижте Условията за ползване на mod.io за повече подробности.,Impossible de s'authentifier avec mod.io. Les utilisateurs de moins de 13 ans ne sont pas autorisés à créer un compte mod.io. Voir les conditions d'utilisation de mod.io pour plus de détails.,"Nie udało się zweryfikować przez mod.io. Użytkownicy, którzy nie ukończyli 13 lat, nie mogą tworzyć kont mod.io. Sprawdź Regulamin Użytkowania mod.io, aby zyskać więcej informacji.",Não foi possível autenticar com a mod.io. Os utilizadores com menos de 13 anos não estão autorizados a criar uma conta mod.io. Consulta os Termos de Utilização da mod.io para obter mais detalhes.,Nem lehet hitelesíteni a mod.io segítségével. 13 éven aluli felhasználók nem hozhatnak létre mod.io-fiókot. További részletekért tekintsd meg a mod.io Használati feltételeit.,mod.ioで認証出来ませんでした。13歳以下の方は、mod.ioアカウントを作成することができません。詳細は、mod.ioの利用規約をご確認ください。,mod.io로 인증할 수 없습니다. 13세 미만의 사용자는 mod.io 계정을 만들 수 없습니다. 자세한 내용은 mod.io 이용 약관을 참조하세요.,Не удалось выполнить авторизацию на mod.io. Пользователям младше 13 лет не разрешено создавать учетную запись mod.io. См. Условия использования mod.io для получения дополнительной информации.,No puedes autenticarte en mod.io. Los usuarios menores de 13 años no pueden crear una cuenta de mod.io. Más detalles en las condiciones de uso de mod.io.,ไม่สามารถยืนยันตัวตนกับ mod.io ได้ ผู้ใช้ที่มีอายุไม่ถึง 13 ปีจะไม่ได้รับอนุญาตให้สร้างบัญชี mod.io ได้ โปรดอ่านข้อตกลงในการใช้งานของ mod.io เพื่อดูรายละเอียดเพิ่มเติม,无法通过 mod.io 验证。用户未满 13 周岁不得创建 mod.io 账号。查看 mod.io 使用条款以了解详情。,無法取得 mod.io 授權。年齡未滿 13 歲的使用者不得建立 mod.io 帳號。請查看 mod.io 使用條款，進一步了解詳情。,Tidak dapat melakukan pengesahan dengan mod.io. Pengguna yang berusia di bawah 13 tahun tidak diizinkan untuk membuat akun mod.io. Lihat Ketentuan Penggunaan mod.io untuk detail lebih lanjut.,mod.io ile doğrulanamadı. 13 yaşından küçük kullanıcıların bir mod.io hesabı oluşturma izni yoktur. Ayrıntılı bilgi için mod.io Kullanım Koşulları'na göz at.,No se pudo autenticar con mod.io. Los usuarios menores de 13 años no pueden crear una cuenta en mod.io. Consulta los Términos de uso de mod.io para más detalles.
modio_error_description_api_11096,Unable to authenticate with mod.io. This Playstation™Network account is not permitted to access User Generated Content. This can be changed in your Playstation™Network privacy settings.,Authentifizierung mit mod.io nicht möglich. Diesem Playstation™Network-Konto ist der Zugriff auf nutzergenerierte Inhalte nicht gestattet. Dies kann in deinen Playstation™Network-Privatsphäre-Einstellungen geändert werden.,Impossibile eseguire l'autenticazione con mod.io. Questo account Playstation™Network non è autorizzato ad accedere ai contenuti generati dagli utenti. Puoi modificare questa impostazione nelle impostazioni sulla privacy di Playstation™Network.,Ви не пройшли автентифікацію на mod.io. Ваш обліковий запис Playstation™Network не має доступу до користувацького контенту. Це можна змінити в настройках конфіденційності Playstation™Network.,Не може да бъде удостоверено с mod.io. На този акаунт в Playstation™Network не е разрешен достъп до генерирано от потребители съдържание. Това може да се промени в настройките за поверителност на Playstation™Network.,Impossible de s'authentifier avec mod.io. Ce compte Playstation™Network n'est pas autorisé à accéder au contenu généré par l'utilisateur. Cela peut être modifié dans vos paramètres de confidentialité Playstation™Network.,Nie udało się zweryfikować przez mod.io. Niniejsze konto PlayStation™Network nie ma zezwolenia na dostęp do zawartości generowanej przez użytkowników. Można to zmienić w ustawieniach prywatności PlayStation™Network.,Não foi possível autenticar com a mod.io. Esta conta da Playstation™Network não tem autorização para aceder a conteúdo gerado por utilizadores. Isto pode ser alterado nas tuas definições de privacidade da Playstation™Network.,Nem lehet hitelesíteni a mod.io segítségével. Ennek a Playstation™Network-fióknak nincs engedélye felhasználó által generált tartalom elérésére. Ez a Playstation™Network adatvédelmi beállításaidnál módosítható.,mod.ioで認証出来ませんでした。このPlaystation™Networkアカウントでは、ユーザー生成コンテンツを利用できません。この設定は、Playstation™Networkのプライバシー設定で変更できます。,mod.io로 인증할 수 없습니다. 해당 Playstation™Network 계정은 사용자 생성 콘텐츠에 액세스할 수 없습니다. 해당 설정은 Playstation™Network 개인정보 보호 설정에서 변경할 수 있습니다.,Не удалось выполнить авторизацию на mod.io. Эта учетная запись Playstation™Network не имеет доступа к пользовательским материалам. Этот параметр можно изменить в настройках конфиденциальности вашей учетной записи Playstation™Network.,No puedes autenticarte en mod.io. Esta cuenta de Playstation™Network no tiene permiso para acceder a contenido generado por los usuarios. Puedes modificar esto en los ajustes de privacidad de Playstation™Network.,ไม่สามารถยืนยันตัวตนกับ mod.io ได้ บัญชี Playstation™Network นี้ไม่ได้รับอนุญาตให้เข้าถึงเนื้อหาที่สร้างโดยผู้ใช้ได้ โดยสามารถเปลี่ยนแปลงการตั้งค่านี้ได้ในการตั้งค่าความเป็นส่วนตัว Playstation™Network ของคุณ,无法通过 mod.io 验证。此 Playstation™Network 账号未允许获取用户生成内容。可在您的 Playstation™Network 隐私设置中变更此设置。,無法取得 mod.io 授權。該 Playstation™Network 帳號無權存取使用者創作內容。此選項可在 Playstation™Network 隱私權設定中變更。,Tidak dapat melakukan pengesahan dengan mod.io. Akun Playstation™Network tidak diizinkan untuk mengakses Konten yang Dihasilkan Pengguna. Ini bisa diubah di pengaturan privasi Playstation™Network Anda.,"mod.io ile doğrulanamadı. Bu Playstation™Network için hesabın, Kullanıcılar Tarafından Oluşturulmuş İçeriklere erişim izni yok. Bu, Playstation™Network gizlilik ayarlarından değiştirilebilir.",No se pudo autenticar con mod.io. Esta cuenta de PlayStation™Network no tiene permiso para acceder al contenido generado por los usuarios. Puedes cambiar esto en la configuración de privacidad de tu cuenta de PlayStation™Network.
modio_error_description_api_11028,Unable to authenticate with mod.io. This Xbox Live account is not permitted to access User Generated Content. This can be changed in your Xbox privacy settings.,Authentifizierung mit mod.io nicht möglich. Diesem Xbox Live-Konto ist der Zugriff auf nutzergenerierte Inhalte nicht gestattet. Dies kann in deinen Xbox Live-Datenschutzeinstellungen geändert werden.,Impossibile eseguire l'autenticazione con mod.io. Questo account Xbox Live non è autorizzato ad accedere ai contenuti generati dagli utenti. Puoi modificare questa impostazione nelle impostazioni sulla privacy di Xbox Live.,Ви не пройшли автентифікацію на mod.io. Ваш обліковий запис Xbox Live не має доступу до користувацького контенту. Це можна змінити в настройках конфіденційності Xbox.,Не може да бъде удостоверено с mod.io. На този акаунт в Xbox Live не е разрешен достъп до генерирано от потребители съдържание. Това може да се промени в настройките за поверителност на Xbox Live.,Impossible de s'authentifier avec mod.io. Ce compte Xbox Live n'est pas autorisé à accéder au contenu généré par l'utilisateur. Ceci peut être modifié dans les paramètres de confidentialité de votre Xbox.,Nie udało się zweryfikować przez mod.io. Niniejsze konto Xbox Live nie ma zezwolenia na dostęp do zawartości generowanej przez użytkowników. Można to zmienić w ustawieniach prywatności Xbox.,Não foi possível autenticar com a mod.io. Esta conta da Xbox Live não tem autorização para aceder a conteúdo gerado por utilizadores. Isto pode ser alterado nas tuas definições de privacidade da Xbox Live.,Nem lehet hitelesíteni a mod.io segítségével. Ennek az Xbox Live-fióknak nincs engedélye felhasználó által generált tartalom elérésére. Ez az Xbox adatvédelmi beállításaidnál módosítható.,mod.ioで認証出来ませんでした。このXbox Liveアカウントでは、ユーザー生成コンテンツを利用できません。この設定は、Xboxのプライバシー設定で変更できます。,mod.io로 인증할 수 없습니다. 해당 Xbox Live 계정은 사용자 생성 콘텐츠에 액세스할 수 없습니다. 해당 설정은 Xbox 개인정보 보호 설정에서 변경할 수 있습니다.,Не удалось выполнить авторизацию на mod.io. Эта учетная запись Xbox Live не имеет доступа к пользовательским материалам. Этот параметр можно изменить в настройках конфиденциальности вашей учетной записи Xbox.,No puedes autenticarte en mod.io. Esta cuenta de Xbox Live no tiene permiso para acceder a contenido generado por los usuarios. Puedes modificar esto en los ajustes de privacidad de Xbox.,ไม่สามารถยืนยันตัวตนกับ mod.io ได้ บัญชี Xbox Live นี้ไม่ได้รับอนุญาตให้เข้าถึงเนื้อหาที่สร้างโดยผู้ใช้ได้ โดยสามารถเปลี่ยนแปลงการตั้งค่านี้ได้ในการตั้งค่าความเป็นส่วนตัว Xbox ของคุณ,无法通过 mod.io 验证。此 Xbox Live 账号未允许获取用户生成内容。可在您的 Xbox 隐私设置中变更此设置。,無法取得 mod.io 授權。該 Xbox Live 帳號無權存取使用者創作內容。此選項可在 Xbox Live 隱私權設定中變更。,Tidak dapat melakukan pengesahan dengan mod.io. Akun Xbox Live tidak diizinkan untuk mengakses Konten yang Dihasilkan Pengguna. Ini bisa diubah di pengaturan privasi Xbox Live Anda.,"mod.io ile doğrulanamadı. Bu Xbox Live hesabının, Kullanıcılar Tarafından Oluşturulmuş İçeriklere erişim izni yok. Bu, Xbox gizlilik ayarlarından değiştirilebilir.",No se pudo autenticar con mod.io. Esta cuenta de Xbox Live no tiene permiso para acceder al contenido generado por los usuarios. Puedes cambiar esto en la configuración de privacidad de tu cuenta de Xbox.
modio_waiting_generic_description,Waiting,Warte,In attesa,Зачекайте,Изчакване,En attente,Oczekiwanie,A aguardar,Várakozás,待機中,대기중,Ожидание,Esperando,กำลังรอ,正在等待,正在等待,Sedang Menunggu,Bekleniyor,Esperando
modio_btn_menu_back,Back,Zurück,Indietro,Назад,Назад,Retour,Wstecz,Voltar,Vissza,戻る,뒤로,Назад,Volver,ย้อนกลับ,返回,返回,Kembali,Geri,Atrás
modio_auth_btn_logout,Log Out,Abmelden,Disconnettiti,Вийти,Изход,Se déconnecter,Wyloguj,Terminar sessão,Kijelentkezés,ログアウト,로그아웃,Выйти из системы,Cerrar sesión,ออกจากระบบ,退出登录,登出,Keluar,Çıkış Yap,Cerrar sesión
modio_auth_logout_description,Logout from mod.io?,Von mod.io abmelden?,Vuoi disconnetterti da mod.io?,Вийти з mod.io?,Изход от mod.io?,Se déconnecter de mod.io ?,Wylogować z mod.io?,Terminar sessão da mod.io?,Kijelentkezel a mod.io oldalról?,mod.ioからログアウトしますか？,mod.io에서 로그아웃하시겠습니까?,Выйти из mod.io?,¿Cerrar sesión en mod.io?,ต้องการออกจากระบบ mod.io หรือไม่,要从 mod.io 退出登录吗？,是否登出 mod.io？,Keluar dari mod.io?,mod.io'dan çıkış yapmak istiyor musun?,¿Quieres cerrar sesión en mod.io?
modio_error_network_description,This feature requires you to be online. Please check your internet connection.,Für diese Funktion musst du online sein. Bitte überprüfen deine Internetverbindung.,Questa funzione richiede che tu sia online. Controlla la tua connessione a internet.,Для роботи цієї функції потрібно підключення до мережі. Перевірте ваше з'єднання з інтернетом.,"Тази функция изисква да сте онлайн. Моля, проверете вашата интернет връзка.",Cette fonction nécessite que vous soyez en ligne. Veuillez vérifier votre connexion Internet.,Ta funkcja wymaga połączenia online. Sprawdź połączenie z Internetem.,Esta funcionalidade exige que estejas online. Verifica a tua ligação à Internet.,Ez a funkció csak online módon használható. Ellenőrizd az internetkapcsolatot.,本機能を利用するにはオンラインである必要があります。インターネット接続をご確認ください。,해당 기능을 사용하려면 온라인 상태여야 합니다. 인터넷 연결을 확인하세요.,Эта функция требует подключения к Интернету. Проверьте ваше соединение.,Esta funcionalidad necesita que estés en línea. Comprueba tu conexión a Internet.,คุณจะต้องออนไลน์เพื่อใช้ฟีเจอร์นี้ โปรดตรวจสอบการเชื่อมต่ออินเทอร์เน็ตของคุณ,此功能需要在线网络。请检查您的网络连接。,此功能需要網路。請檢查您的網路連線。,Fitur ini mewajibkan Anda online. Silakan periksa koneksi internet Anda.,Bu özellik çevrimiçi olmanı gerektirir. Lütfen internet bağlantını kontrol et.,Debes estar en línea para usar esta función. Revisa tu conexión a internet.
modio_error_code,[Error Code: {0}],[Fehlercode: {0}],[Codice di errore: {0}],[Код помилки: {0}],[Код на грешка: {0}],[Code d’erreur : {0}],[Kod błędu: {0}],[Código de erro: {0}],[Hibakód: {0}],[エラーコード：{0}],[오류 코드: {0}],[Код ошибки: {0}],[Código de error: {0}],[รหัสข้อผิดพลาด: {0}],[错误代码：{0}],[錯誤碼：{0}],[Kode Kesalahan: {0}],[Hata Kodu: {0}],[Código de error: {0}]
modio_report_version,Version,Version,Versione,Версія,Версия,Version,Wersja,Versão,Verzió,バージョン,버전,Версия,Versión,เวอร์ชัน,版本,版本,Versi,Sürüm,Versión
modio_unit_mbps,MB/s,MB/s,MB/sec,Мб/с,MB/s,MB/s,MB/s,MB/s,MB/s,MB/s,MB/s,Мбит/с,MB/s,MB/s,MB/s,MB/s,MB/s,MB/s,MB/s
modio_pageheader_recentmods,Recent Mods,Neueste Mods,Mod recenti,Найновіші моди,Скорошни модове,Mods récents,Najnowsze mody,Mods recentes,Legfrissebb modok,最新のMod,최근 모드,Недавние моды,Mods recientes,ม็อดล่าสุด,最近模组,最近推出的模組,Mods Terbaru,Mods recientes,Yeni Modlar
modio_pageheader_trendingmods,Trending Mods,Mods im Trend,Mod di tendenza,Моди за завантаженнями,Трендинг модове,Mods tendance,Mody zyskujące na popularności,Mods populares,Legnépszerűbb modok,トレンドのMod,인기 모드,Популярные моды,Tendencias de mods,ม็อดที่กำลังมาแรง,热门模组,精選模組,Mods Trendi,Mods en tendencia,Popüler Modlar
modio_filter_allmods,All Mods,Alle Mods,Tutti i mod,Усі моди,Всички модове,Tous les mods,Wszystkie mody,Todos os mods,Minden mod,すべてのMod,모든 모드,Все моды,Todos los mods,ม็อดทั้งหมด,全部模组,所有模組,Semua Mods,Todos los Mods,Tüm Modlar
modio_filter_purchasedmods,Purchased Mods,Gekaufte Mods,Mod acquistati,Придбані моди,Закупени модове,Mods achetés,Kupione mody,Mods adquiridos,Megvásárolt modok,購入済みMod,구매한 모드,Приобретенные моды,Mods comprados,ม็อดที่ซื้อ,已购买模组,已購買的模組,Mods yang Dibeli,Comprar Mods,Satın Alınan Modlar
modio_filter_installedmods,Installed Mods,Installierte Mods,Mod installati,Встановлені моди,Инсталирани модове,Mods installés,Zainstalowane mody,Mods instalados,Telepített modok,インストール済みMod,설치된 모드,Установленные моды,Mods instalados,ม็อดที่ติดตั้งแล้ว,已安装模组,已安裝的模組,Mods yang Diinstal,Mods instalados,Kurulu Modlar
modio_error_storage_header,Insufficient storage,Nicht genügend Speicherplatz,Memoria insufficiente,Недостатньо пам’яті,Недостатъчно място за съхранение,Stockage insuffisant,Za mało miejsca,Armazenamento Insuficiente,Nincs elég tárhely,ストレージが不足しています,저장공간 부족,Недостаточно памяти,Almacenamiento insuficiente,พื้นที่เก็บข้อมูลไม่เพียงพอ,储存空间不足,儲存空間不足,Penyimpanan tidak cukup,Espacio insuficiente,Yetersiz depolama alanı
modio_error_storage_description,You don’t have enough storage space available to download and install this mod. Go to your Library to view installed mods and free up space.,"Du hast nicht genügend Speicherplatz, um diese Mod herunterzuladen und zu installieren. Besuche deine Bibliothek, um dir die installierten Mods anzusehen und Platz zu schaffen.",Non disponi di memoria sufficiente per scaricare e installare questa mod. Visita la Libreria per visualizzare le mod installate e liberare spazio.,"Недостатньо пам’яті для завантаження та встановлення цього моду. Перейдіть до бібліотеки й звільніть місце, видаливши непотрібні моди.","Нямате достатъчно място за съхранение, за да изтеглите и инсталирате този модал. Отидете във вашата библиотека, за да видите инсталираните модали и да освободите място.",Vous n’avez pas suffisamment d’espace de stockage disponible pour télécharger et installer ce mod. Allez dans votre Bibliothèque pour afficher les mods installés et libérer de l’espace.,"Masz za mało miejsca na pobranie i instalację tego moda. Przejdź do biblioteki, aby wyświetlić zainstalowane mody i zwolnić miejsce.",Não tens espaço de armazenamento suficiente para transferir e instalar este mod. Vê os mods que tens instalados na Biblioteca e liberta algum espaço.,Nincs elég tárhelyed a mod letöltéséhez és telepítéséhez. Nyisd meg a Könyvtárat a telepített modok megtekintéséhez és tárhely felszabadításához.,このmodをダウンロードしてインストールするストレージの空きスペースが不足しています。ライブラリでインストール済みのmodを確認し、スペースを確保してください。,해당 모드를 다운로드할 수 있는 저장공간이 충분하지 않습니다. 라이브러리로 이동하여 설치된 모드를 확인하고 공간을 확보하세요.,"Не хватает места для загрузки и установки этого мода. Просмотреть уже установленные моды и удалить их, чтобы освободить место, можно в библиотеке.",No tienes suficiente espacio de almacenamiento disponible para descargar e instalar este mod. Visita tu biblioteca para ver los mods instalados y liberar espacio.,คุณมีพื้นที่ัเก็บข้อมูลไม่เพียงพอที่จะดาวน์โหลดและติดตั้งม็อดนี้ ไปที่ไลบรารีของคุณเพื่อดูม็อดที่ติดตั้งแล้วและเพิ่มพื้นที่ว่าง,您的储存空间不足，无法下载并安装此模组。前往模组库查看模组并释放储存空间。,你沒有足夠的儲存空間來下載及安裝此模組。請前往您的遊戲庫檢視已安裝的模組，並釋出空間。,Kamu tidak memiliki ruang penyimpanan yang cukup untuk mengunduh dan memasang mod ini. Pergi ke Perpustakaan untuk melihat mod yang terpasang dan kosongkan ruang.,No tienes suficiente espacio de almacenamiento para descargar e instalar este mod. Ve a tu biblioteca para ver tus mods instalados y librar espacio.,Bu modu yüklemek için yeterli depolama alanına sahip değilsin. Kütüphanene gidip kurulu modlara göz atabilir ve yer açabilirsin.
modio_btn_uninstall,Uninstall,Deinstallieren,Disinstalla,Видалити,Деинсталиране,Désinstaller,Odinstaluj,Desinstalar,Eltávolítás,アンインストール,제거,Удалить,Desinstalar,ถอนการติดตั้ง,卸载,移除,Hapus instalasi,Desinstalar,Kaldır
modio_error_ratelimited_header,Rate Limited,Rate begrenzt,Velocità limitata,Занадто багато запитів,Ограничена скорост,Taux limité,Ograniczono przepustowość,Taxa Limitada,Időkorlátos,リクエスト制限,속도 제한,Слишком много запросов,Límite de velocidad alcanzado,อัตราคำขอถูกจำกัด,频率限制,速率受限,Tarif Terbatas,Límite alcanzado,Erişim Sınırlı
modio_error_ratelimited_description,You've sent too many requests too quickly! Please retry after {0} seconds,Du hast zu schnell zu viele Anfragen gesendet! Bitte versuche es nach {0} Sekunden erneut,Hai mandato troppe richieste troppo velocemente! Riprova dopo {0} secondi.,Ви надіслали занадто багато запитів за дуже короткий час! Повторіть спробу через {0} сек.,"Изпратихте твърде много заявки твърде бързо! Моля, опитайте след {0} секунди",Vous avez envoyé trop de requêtes trop rapidement ! Merci de réessayer dans {0} secondes,Wysłano zbyt dużą liczbę zapytań w krótkim czasie. Proszę spróbować ponownie po upływie {0} sekund.,Fizeste demasiados pedidos seguidos! Tenta de novo daqui a {0} segundo(s),"Túl sok kérést küldtél túl gyorsan! Kérjük, próbálkozz újra {0} másodperc múlva",短時間にリクエストが多すぎます！{0}秒待ってからもう一度お試しください,"너무 많은 요청을 너무 빨리 보냈습니다! {0}초 후, 다시 시도해 주십시오",Вы отправили слишком много запросов! Повторите попытку через {0} сек.,¡Has enviado muchas solicitudes demasiado rápido! Vuelve a intentarlo cuando pasen {0} segundos.,คุณส่งคำขอจำนวนมากเกินไปติดต่อกันเร็วเกินไป! โปรดลองอีกครั้งในอีกหลังจากผ่านไป {0} วินาที,您在近期发送的请求数量过多！请在{0}秒后重试。,您已過快傳送過多請求！請於 {0} 秒後再重試。,Kamu terlalu cepat mengirimkan terlalu banyak permintaan! Silakan coba lagi setelah {0} detik,¡Enviaste muchas peticiones! inténtalo después de {0} segundos,Çok kısa sürede çok fazla istekte bulundun! Lütfen {0} saniye sonra yeniden dene